last_name,first_name,player_id,year,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,FIELD16
Acuna Jr., Ronald,660670,2021,0.295,0.603,0.412,0.429,0.409,0.308,0.5,0.528,93.8,18.2,20.3,
Sanchez, Jesus,660821,2021,0.244,0.479,0.339,0.337,0.314,0.235,0.468,0.464,90.2,8.7,12.7,
Varsho, Daulton,662139,2021,0.248,0.43,0.322,0.323,0.32,0.182,0.375,0.377,87.7,18,7.3,
Riley, Austin,663586,2021,0.281,0.511,0.379,0.366,0.348,0.231,0.482,0.461,90.1,14.2,13.3,
Madrigal, Nick,663611,2021,0.263,0.328,0.335,0.289,0.313,0.064,0.338,0.285,85.5,1.7,1.1,
Larnach, Trevor,663616,2021,0.212,0.376,0.3,0.306,0.313,0.164,0.4,0.411,90,13.1,9.5,
Mountcastle, Ryan,663624,2021,0.245,0.457,0.335,0.326,0.303,0.212,0.436,0.422,89.1,16.3,11.8,
Hayes, Ke'Bryan,663647,2021,0.249,0.369,0.301,0.299,0.308,0.12,0.351,0.348,90.2,2.6,5.1,
Tucker, Kyle,663656,2021,0.303,0.576,0.383,0.396,0.369,0.272,0.428,0.447,91.4,17.6,11.6,
India, Jonathan,663697,2021,0.254,0.436,0.363,0.352,0.364,0.182,0.413,0.395,87.6,13.1,9.6,
Grisham, Trent,663757,2021,0.241,0.368,0.32,0.309,0.328,0.127,0.368,0.351,88.8,12.3,5.2,
Stephenson, Tyler,663886,2021,0.257,0.391,0.346,0.324,0.343,0.134,0.381,0.35,88.4,7.4,5.4,
Rodgers, Brendan,663898,2021,0.253,0.414,0.341,0.311,0.3,0.161,0.404,0.364,88.8,6.3,6.2,
Lowe, Nathaniel,663993,2021,0.236,0.401,0.337,0.323,0.333,0.165,0.403,0.381,90.8,5,9.5,
Happ, Ian,664023,2021,0.22,0.396,0.328,0.317,0.32,0.176,0.414,0.396,89.5,9.9,10.9,
France, Ty,664034,2021,0.27,0.435,0.353,0.346,0.353,0.165,0.379,0.37,88.5,11,6.8,
Lowe, Brandon,664040,2021,0.249,0.499,0.363,0.36,0.343,0.25,0.462,0.456,89.3,16.9,14,
Bader, Harrison,664056,2021,0.232,0.394,0.331,0.295,0.292,0.162,0.396,0.346,86.2,13.3,7,
Stevenson, Andrew,664057,2021,0.241,0.372,0.276,0.299,0.307,0.132,0.352,0.388,89.6,8.4,6,
Fletcher, David,664058,2021,0.272,0.32,0.273,0.28,0.307,0.048,0.279,0.288,82.3,8.2,0,
Moore, Dylan,664238,2021,0.204,0.348,0.271,0.288,0.296,0.144,0.323,0.352,86.5,20.4,8.6,
Straw, Myles,664702,2021,0.256,0.333,0.311,0.303,0.336,0.077,0.336,0.324,87.1,11.9,1.3,
Bohm, Alec,664761,2021,0.261,0.392,0.285,0.313,0.319,0.131,0.352,0.394,92,5.6,6.6,
Wade Jr., LaMonte,664774,2021,0.256,0.475,0.343,0.347,0.331,0.219,0.413,0.418,90.1,19.8,10.6,
Brown, Seth,664913,2021,0.225,0.462,0.315,0.318,0.286,0.237,0.416,0.421,88.9,20.9,13.9,
Walsh, Jared,665120,2021,0.256,0.434,0.357,0.326,0.322,0.178,0.459,0.412,89.6,7.6,11.3,
Tatis Jr., Fernando,665487,2021,0.279,0.617,0.403,0.407,0.363,0.337,0.539,0.547,93.9,13.8,21.3,
Guerrero Jr., Vladimir,665489,2021,0.307,0.59,0.419,0.417,0.399,0.284,0.465,0.462,95.1,9.4,15.1,
Soto, Juan,665742,2021,0.305,0.545,0.42,0.429,0.463,0.241,0.433,0.447,93,5.8,13.3,
Chisholm Jr., Jazz,665862,2021,0.238,0.409,0.312,0.307,0.295,0.171,0.408,0.399,90.2,9,9,
Gimenez, Andres,665926,2021,0.211,0.319,0.277,0.268,0.277,0.108,0.331,0.317,86.4,8.8,3.6,
Kirilloff, Alex,666135,2021,0.295,0.544,0.307,0.37,0.34,0.248,0.373,0.462,91,7,12.8,
Lux, Gavin,666158,2021,0.26,0.387,0.303,0.323,0.345,0.126,0.339,0.368,89.8,11.3,3.9,
Bichette, Bo,666182,2021,0.291,0.489,0.354,0.355,0.337,0.198,0.418,0.42,91.4,7.3,9.9,
Carlson, Dylan,666185,2021,0.247,0.407,0.336,0.322,0.328,0.159,0.404,0.383,88.2,15.1,7,
Kieboom, Carter,666198,2021,0.231,0.343,0.275,0.298,0.323,0.111,0.309,0.345,85.3,7.4,3.8,
Dalbec, Bobby,666915,2021,0.236,0.522,0.334,0.344,0.294,0.286,0.485,0.503,92.4,17.3,20.2,
Garcia, Adolis,666969,2021,0.22,0.422,0.314,0.299,0.267,0.202,0.434,0.41,91,14.7,11.5,
Gurriel Jr., Lourdes,666971,2021,0.272,0.462,0.333,0.339,0.319,0.19,0.387,0.396,89.7,10.5,9.6,
Rooker Jr., Brent,667670,2021,0.238,0.463,0.301,0.341,0.324,0.225,0.396,0.468,91,13.1,12.6,
Arozarena, Randy,668227,2021,0.222,0.369,0.35,0.304,0.313,0.147,0.45,0.375,89.9,7.6,8.2,
Baddoo, Akil,668731,2021,0.227,0.403,0.329,0.309,0.303,0.176,0.411,0.379,86,13.8,8.8,
Reynolds, Bryan,668804,2021,0.294,0.523,0.385,0.386,0.384,0.229,0.437,0.438,89.4,13.4,10.4,
Rojas, Josh,668942,2021,0.237,0.357,0.327,0.299,0.318,0.12,0.396,0.353,88.2,8.4,4.8,
Marsh, Brandon,669016,2021,0.265,0.414,0.296,0.324,0.326,0.149,0.421,0.47,92,7.7,10.9,
Murphy, Sean,669221,2021,0.24,0.441,0.309,0.337,0.329,0.201,0.363,0.407,89.2,15.4,11.3,
Edman, Tommy,669242,2021,0.274,0.401,0.301,0.316,0.32,0.127,0.322,0.341,87.5,9.5,4.2,
Solak, Nick,669256,2021,0.238,0.361,0.299,0.299,0.31,0.124,0.334,0.335,86.9,7,6.5,
Smith, Will,669257,2021,0.25,0.472,0.364,0.364,0.365,0.221,0.403,0.403,90.1,19.4,10.8,
Espinal, Santiago,669289,2021,0.267,0.346,0.344,0.307,0.336,0.079,0.356,0.309,84.8,13.1,1.6,
Hays, Austin,669720,2021,0.245,0.432,0.328,0.316,0.298,0.187,0.384,0.368,88.8,12.5,9.1,
Lopez, Nicky,670032,2021,0.239,0.305,0.329,0.283,0.313,0.065,0.34,0.281,86.8,2.8,0.7,
Alvarez, Yordan,670541,2021,0.279,0.57,0.369,0.389,0.351,0.29,0.46,0.49,93.2,14.1,15.9,
Garcia, Luis,671277,2021,0.241,0.366,0.291,0.279,0.275,0.125,0.336,0.32,86.8,4.1,5.2,
Kelenic, Jarred,672284,2021,0.219,0.408,0.27,0.31,0.301,0.189,0.322,0.388,87.5,14.4,9.9,
Robert Jr., Luis,673357,2021,0.302,0.546,0.399,0.382,0.349,0.244,0.486,0.466,91.2,13.8,12.5,
Kim, Ha-Seong,673490,2021,0.209,0.309,0.27,0.265,0.279,0.1,0.313,0.305,86.7,13.6,4.5,
McCormick, Chas,676801,2021,0.224,0.424,0.327,0.311,0.294,0.2,0.451,0.425,90.3,18.6,10.2,
Franco, Wander,677551,2021,0.276,0.407,0.348,0.329,0.337,0.132,0.364,0.34,88.2,9.7,4.9,
Jeffers, Ryan,680777,2021,0.207,0.415,0.289,0.299,0.277,0.209,0.419,0.438,89.2,14,14.5,
Miller, Owen,680911,2021,0.226,0.346,0.241,0.267,0.264,0.12,0.302,0.34,86.4,5.9,5.8,
Vaughn, Andrew,683734,2021,0.243,0.434,0.306,0.332,0.321,0.192,0.346,0.383,91.1,9.7,10.9,
Beltre, Adrian,134181,2017,0.283,0.466,0.384,0.358,0.362,0.182,0.409,0.374,86.7,12.5,5.8,
Beltran, Carlos,136860,2017,0.229,0.369,0.283,0.284,0.284,0.139,0.325,0.325,87.3,13.4,4.6,
Werth, Jayson,150029,2017,0.237,0.427,0.311,0.329,0.332,0.19,0.355,0.384,88.1,14.2,8.2,
Suzuki, Ichiro,400085,2017,0.225,0.293,0.287,0.262,0.291,0.068,0.306,0.273,80.1,5,0.6,
Martinez, Victor,400121,2017,0.264,0.44,0.303,0.334,0.334,0.176,0.315,0.356,88.7,13.3,5.4,
Utley, Chase,400284,2017,0.241,0.402,0.316,0.321,0.329,0.161,0.325,0.332,86.9,11,4.3,
Pujols, Albert,405395,2017,0.262,0.444,0.286,0.316,0.305,0.182,0.311,0.349,88.7,13.5,5.4,
Holliday, Matt,407812,2017,0.232,0.435,0.32,0.333,0.324,0.203,0.389,0.409,89.9,11.8,10.2,
Mauer, Joe,408045,2017,0.308,0.469,0.349,0.368,0.387,0.161,0.363,0.389,90.6,6.2,4.5,
Cabrera, Miguel,408234,2017,0.282,0.521,0.313,0.37,0.359,0.239,0.354,0.437,91.1,12.4,10.5,
Gonzalez, Adrian,408236,2017,0.24,0.39,0.275,0.289,0.286,0.15,0.304,0.322,87.4,14.1,3.6,
Phillips, Brandon,408252,2017,0.272,0.38,0.316,0.3,0.308,0.108,0.34,0.322,84.6,8.2,2.4,
Reyes, Jose,408314,2017,0.242,0.351,0.312,0.293,0.313,0.108,0.325,0.3,84.3,15.8,2.6,
Mathis, Jeff,425772,2017,0.209,0.308,0.262,0.255,0.272,0.099,0.337,0.327,87,12.3,1.6,
Choo, Shin-Soo,425783,2017,0.269,0.475,0.339,0.366,0.367,0.206,0.377,0.419,88.7,7.9,8.6,
Rivera, Rene,425784,2017,0.251,0.456,0.31,0.32,0.305,0.205,0.419,0.435,87.3,15.2,10.7,
Molina, Yadier,425877,2017,0.272,0.462,0.316,0.33,0.316,0.189,0.345,0.363,87.9,14.5,5.9,
Cano, Robinson,429664,2017,0.294,0.486,0.334,0.355,0.352,0.192,0.358,0.384,90.3,7.5,6.3,
Encarnacion, Edwin,429665,2017,0.266,0.53,0.373,0.389,0.387,0.264,0.411,0.436,89.2,16.8,10.3,
Hardy, J.J.,429666,2017,0.232,0.347,0.251,0.268,0.27,0.115,0.281,0.304,87,9.2,2.9,
Bautista, Jose,430832,2017,0.21,0.38,0.295,0.305,0.315,0.17,0.329,0.346,88.3,17,6.6,
Jones, Adam,430945,2017,0.263,0.438,0.334,0.317,0.302,0.175,0.387,0.364,86.9,11.9,6.4,
Aybar, Erick,430947,2017,0.232,0.318,0.282,0.273,0.299,0.086,0.295,0.283,82.7,7.5,1.8,
Martin, Russell,431145,2017,0.238,0.408,0.324,0.339,0.358,0.17,0.349,0.373,88.3,6.9,7.1,
Granderson, Curtis,434158,2017,0.225,0.454,0.33,0.34,0.337,0.229,0.372,0.39,87.7,20.2,10.9,
Davis, Rajai,434658,2017,0.229,0.324,0.279,0.27,0.289,0.095,0.326,0.314,86,11.3,2.4,
Ramirez, Hanley,434670,2017,0.264,0.482,0.318,0.347,0.34,0.218,0.366,0.408,88.5,12.6,9.5,
Morales, Kendrys,434778,2017,0.27,0.512,0.32,0.354,0.327,0.241,0.378,0.426,91.1,9.5,10,
Kendrick III, Howie,435062,2017,0.272,0.454,0.361,0.337,0.33,0.181,0.426,0.393,87.5,1.2,7.9,
Napoli, Mike,435063,2017,0.201,0.448,0.302,0.314,0.292,0.247,0.409,0.43,88.3,22.2,15.8,
Kinsler, Ian,435079,2017,0.256,0.428,0.313,0.328,0.331,0.172,0.321,0.341,86.3,19.5,4.9,
McCann, Brian,435263,2017,0.246,0.428,0.323,0.326,0.329,0.182,0.333,0.337,87.6,14.5,5.4,
Walker, Neil,435522,2017,0.259,0.418,0.346,0.34,0.359,0.158,0.367,0.358,85.9,17,4.8,
Suzuki, Kurt,435559,2017,0.259,0.458,0.372,0.338,0.332,0.199,0.393,0.351,87.2,18.6,7.1,
Desmond, Ian,435622,2017,0.227,0.312,0.305,0.265,0.285,0.085,0.367,0.309,87.6,0,2.7,
Cruz Jr., Nelson,443558,2017,0.288,0.598,0.385,0.405,0.378,0.31,0.457,0.488,93.2,12.4,14.2,
Jaso, John,444379,2017,0.23,0.422,0.317,0.332,0.344,0.192,0.341,0.365,85.8,19.1,7.9,
Trumbo, Mark,444432,2017,0.237,0.403,0.295,0.3,0.291,0.166,0.36,0.369,89.8,12.7,7.1,
Peralta, David,444482,2017,0.262,0.399,0.342,0.316,0.324,0.136,0.377,0.343,88,4.2,4.1,
Pina, Manny,444489,2017,0.247,0.393,0.323,0.299,0.298,0.146,0.386,0.353,87.1,17.6,3.9,
Escobar, Alcides,444876,2017,0.253,0.355,0.269,0.272,0.275,0.101,0.308,0.312,84,14,2.2,
Jay, Jon,445055,2017,0.277,0.358,0.33,0.32,0.36,0.081,0.362,0.347,85.7,10.3,0.7,
Duda, Lucas,446263,2017,0.238,0.485,0.341,0.348,0.34,0.247,0.427,0.439,90.3,19.2,12.1,
Wieters, Matt,446308,2017,0.232,0.367,0.273,0.287,0.296,0.135,0.305,0.326,85.7,12.4,3.9,
Longoria, Evan,446334,2017,0.249,0.411,0.312,0.31,0.306,0.161,0.342,0.338,86.7,12.7,5.2,
Cozart, Zack,446359,2017,0.255,0.4,0.392,0.33,0.349,0.146,0.422,0.336,85.8,14.8,4.4,
Barney, Darwin,446381,2017,0.228,0.296,0.263,0.252,0.272,0.068,0.293,0.279,82.7,11.7,0.4,
Reynolds, Mark,448602,2017,0.224,0.421,0.357,0.319,0.315,0.198,0.47,0.405,87.2,11.8,8.3,
Davis, Chris,448801,2017,0.223,0.447,0.312,0.329,0.32,0.224,0.455,0.489,90.1,15,12.8,
Zobrist, Ben,450314,2017,0.258,0.399,0.302,0.324,0.342,0.141,0.302,0.333,87.2,9.3,4.6,
Fowler, Dexter,451594,2017,0.276,0.464,0.358,0.358,0.373,0.188,0.406,0.406,88.5,13.1,6.5,
Flowers, Tyler,452095,2017,0.264,0.423,0.358,0.347,0.365,0.159,0.409,0.392,89.6,11.2,6.3,
Headley, Chase,452104,2017,0.25,0.387,0.329,0.316,0.333,0.137,0.381,0.361,87.2,11.7,4.6,
Smith, Seth,452234,2017,0.269,0.456,0.332,0.349,0.352,0.187,0.379,0.405,89.8,9.9,7.1,
Lind, Adam,452252,2017,0.283,0.524,0.363,0.37,0.352,0.241,0.405,0.415,90.7,10.7,8.4,
Pence, Hunter,452254,2017,0.255,0.425,0.303,0.319,0.313,0.17,0.341,0.363,89,4.2,5.8,
Span, Denard,452655,2017,0.283,0.409,0.325,0.327,0.34,0.126,0.34,0.343,85.3,11,3.3,
Cabrera, Asdrubal,452678,2017,0.264,0.43,0.338,0.331,0.338,0.166,0.36,0.351,87.2,12,4.7,
Ellsbury, Jacoby,453056,2017,0.263,0.375,0.326,0.318,0.347,0.112,0.341,0.33,85.6,10,2.7,
Tulowitzki, Troy,453064,2017,0.241,0.372,0.292,0.289,0.293,0.132,0.316,0.312,86.4,9.2,5,
Blackmon, Charlie,453568,2017,0.29,0.519,0.414,0.372,0.363,0.229,0.487,0.428,87.3,13.4,8.7,
Blanco, Gregor,453923,2017,0.227,0.343,0.308,0.299,0.323,0.116,0.346,0.332,86,13.8,3,
Frazier, Todd,453943,2017,0.234,0.456,0.335,0.355,0.363,0.221,0.355,0.389,87.5,20.3,9.6,
Iannetta, Chris,455104,2017,0.222,0.417,0.367,0.327,0.329,0.195,0.462,0.394,87.9,15.6,9.1,
Maldonado, Martin,455117,2017,0.21,0.364,0.279,0.275,0.266,0.154,0.341,0.336,85.4,12.9,5.6,
Chirinos, Robinson,455139,2017,0.219,0.453,0.369,0.339,0.331,0.235,0.448,0.4,87.6,17.7,11.3,
Young, Chris,455759,2017,0.234,0.358,0.31,0.304,0.323,0.124,0.335,0.326,85.1,16,4.2,
Markakis, Nick,455976,2017,0.269,0.382,0.321,0.32,0.35,0.113,0.342,0.341,88.3,8.8,3.3,
Pedroia, Dustin,456030,2017,0.279,0.373,0.331,0.323,0.358,0.095,0.328,0.317,85.2,10.5,1.1,
Castillo, Welington,456078,2017,0.268,0.493,0.344,0.341,0.313,0.225,0.448,0.445,89.4,14.4,10.2,
Nunez, Eduardo,456488,2017,0.259,0.356,0.342,0.284,0.291,0.097,0.369,0.3,86.4,6.3,1.7,
Pearce, Steve,456665,2017,0.245,0.416,0.323,0.314,0.313,0.171,0.364,0.352,87.2,13.8,6.9,
Cain, Lorenzo,456715,2017,0.3,0.432,0.347,0.348,0.364,0.132,0.376,0.378,89.1,10.2,3.5,
McCutchen, Andrew,457705,2017,0.283,0.481,0.36,0.362,0.367,0.198,0.399,0.402,88.4,14.2,7.7,
Jackson, Austin,457706,2017,0.278,0.414,0.371,0.339,0.355,0.137,0.43,0.383,88.9,10.5,5,
Upton, Justin,457708,2017,0.255,0.508,0.378,0.361,0.345,0.253,0.496,0.468,88.8,15.7,13.2,
Maybin, Cameron,457727,2017,0.233,0.349,0.3,0.301,0.326,0.116,0.326,0.328,87.2,4.6,3.3,
Turner, Justin,457759,2017,0.298,0.548,0.4,0.399,0.398,0.249,0.401,0.399,89.4,18.5,8.6,
Posey III, Buster,457763,2017,0.277,0.443,0.366,0.345,0.365,0.165,0.378,0.352,88.7,11.6,3.5,
Espinosa, Danny,457787,2017,0.188,0.323,0.232,0.26,0.263,0.135,0.318,0.376,87.4,13.5,6.9,
Bruce, Jay,457803,2017,0.261,0.501,0.35,0.354,0.332,0.241,0.418,0.424,88.4,18.4,10.5,
Votto, Joey,458015,2017,0.299,0.555,0.428,0.416,0.439,0.257,0.434,0.417,87.5,14.1,9.1,
Gardner, Brett,458731,2017,0.269,0.404,0.336,0.333,0.355,0.135,0.364,0.36,86.4,10.3,3.8,
Saunders, Michael,459431,2017,0.226,0.367,0.256,0.278,0.279,0.141,0.305,0.337,85.9,11.9,6.7,
Joyce, Matt,459964,2017,0.254,0.48,0.343,0.356,0.349,0.226,0.384,0.404,88.2,15.1,8.8,
Hundley, Nick,460026,2017,0.238,0.404,0.289,0.287,0.27,0.166,0.382,0.38,88.6,13.1,8.1,
Pennington, Cliff,460060,2017,0.226,0.312,0.279,0.266,0.286,0.086,0.343,0.324,86.3,15.1,1.4,
Braun, Ryan,460075,2017,0.269,0.476,0.347,0.348,0.34,0.206,0.388,0.39,89.9,7.7,8.4,
Gordon, Alex,460086,2017,0.225,0.358,0.269,0.296,0.312,0.133,0.297,0.338,86.3,13.8,4.5,
Gimenez, Chris,460269,2017,0.208,0.34,0.326,0.309,0.339,0.132,0.372,0.343,86.1,15.6,3.1,
Gomez, Carlos,460576,2017,0.246,0.44,0.343,0.335,0.334,0.194,0.447,0.434,88.6,15.9,8.8,
Moss, Brandon,461235,2017,0.237,0.505,0.301,0.342,0.307,0.268,0.403,0.473,89.6,17.8,14.8,
Kemp, Matt,461314,2017,0.286,0.506,0.328,0.349,0.327,0.22,0.4,0.428,88.3,8.4,9.4,
Plouffe, Trevor,461858,2017,0.222,0.359,0.258,0.285,0.295,0.137,0.314,0.357,87.9,11.8,4.1,
Romine, Andrew,461865,2017,0.253,0.355,0.274,0.292,0.308,0.102,0.303,0.329,83.7,7.9,1.6,
Andrus, Elvis,462101,2017,0.264,0.406,0.344,0.309,0.308,0.141,0.381,0.338,86.5,7.6,4.2,
Cervelli, Francisco,465041,2017,0.244,0.376,0.315,0.318,0.338,0.133,0.345,0.349,87.5,6.6,4.5,
Cabrera, Melky,466320,2017,0.297,0.426,0.319,0.331,0.337,0.13,0.337,0.351,88.3,8.9,3.8,
Sandoval, Pablo,467055,2017,0.226,0.393,0.271,0.287,0.273,0.168,0.305,0.327,89.4,10.9,6.7,
Ramos, Wilson,467092,2017,0.253,0.46,0.307,0.319,0.289,0.208,0.352,0.368,86,5.9,8.6,
Santana, Carlos,467793,2017,0.266,0.463,0.35,0.359,0.371,0.197,0.356,0.368,88.6,13,7.5,
Parra, Gerardo,467827,2017,0.272,0.403,0.337,0.311,0.312,0.131,0.378,0.346,86,8.3,2.1,
Montero, Miguel,471083,2017,0.18,0.336,0.289,0.273,0.281,0.156,0.313,0.289,85.2,14.4,5,
Gonzalez, Carlos,471865,2017,0.235,0.367,0.327,0.303,0.318,0.132,0.379,0.343,87.5,6.2,5.9,
Valbuena, Luis,472528,2017,0.205,0.42,0.308,0.315,0.304,0.216,0.366,0.377,87.5,17.2,11,
Mercer, Jordy,474568,2017,0.254,0.374,0.308,0.299,0.326,0.121,0.336,0.323,85.8,9.1,3.1,
Belt, Brandon,474832,2017,0.265,0.53,0.352,0.385,0.377,0.266,0.402,0.457,89.3,22,11.1,
Carter, Chris,474892,2017,0.195,0.414,0.284,0.3,0.282,0.219,0.397,0.429,89.8,22.2,11.8,
Alonso, Yonder,475174,2017,0.26,0.497,0.366,0.362,0.359,0.237,0.432,0.427,89.2,19.4,9.9,
Smoak, Justin,475253,2017,0.278,0.567,0.371,0.39,0.363,0.289,0.427,0.454,89.6,17.1,13.6,
Zimmerman, Ryan,475582,2017,0.29,0.555,0.387,0.378,0.347,0.265,0.474,0.462,91.4,8.3,12.2,
Lowrie, Jed,476704,2017,0.289,0.481,0.347,0.365,0.371,0.191,0.367,0.392,89.1,18.7,6,
Carrera, Ezequiel,485567,2017,0.237,0.362,0.334,0.3,0.317,0.125,0.397,0.347,84.8,5.4,4.1,
Avila, Alex,488671,2017,0.273,0.555,0.362,0.401,0.395,0.282,0.482,0.558,91,12.4,15,
Bourjos, Peter,488721,2017,0.213,0.32,0.28,0.257,0.264,0.107,0.35,0.317,85.7,7.2,3.6,
Brantley Jr., Michael,488726,2017,0.288,0.432,0.342,0.339,0.352,0.144,0.364,0.361,88.4,9.9,4.1,
Castro, Jason,488771,2017,0.241,0.401,0.315,0.321,0.333,0.16,0.379,0.388,87.2,13.2,6.8,
Escobar, Yunel,488862,2017,0.272,0.421,0.318,0.327,0.332,0.149,0.333,0.345,89,2.3,5,
Moore, Tyler,489138,2017,0.217,0.389,0.282,0.274,0.257,0.172,0.365,0.354,88,17.8,8.1,
Morrison, Logan,489149,2017,0.253,0.511,0.363,0.368,0.361,0.258,0.44,0.448,88.6,17.6,12.8,
Rosales, Adam,489267,2017,0.193,0.284,0.261,0.227,0.233,0.09,0.365,0.312,87.7,17.3,3,
Hernandez, Gorkys,491676,2017,0.24,0.328,0.288,0.286,0.316,0.088,0.322,0.321,85.2,9.3,1.7,
Aoki, Norichika,493114,2017,0.256,0.341,0.315,0.292,0.318,0.084,0.322,0.293,86.1,4.5,1,
Cespedes, Yoenis,493316,2017,0.272,0.521,0.369,0.356,0.334,0.249,0.434,0.416,90.1,18.9,11.2,
Gurriel, Yuli,493329,2017,0.287,0.435,0.344,0.326,0.323,0.148,0.369,0.347,89.9,10.4,3.4,
Solarte, Yangervis,500208,2017,0.242,0.376,0.311,0.295,0.305,0.134,0.322,0.302,85.4,14.7,3.9,
Rojas, Miguel,500743,2017,0.28,0.344,0.318,0.309,0.354,0.064,0.32,0.309,83.8,9.3,0,
Escobar, Eduardo,500871,2017,0.258,0.464,0.32,0.332,0.315,0.206,0.37,0.386,86.5,17.8,8.3,
Martinez, Jose,500874,2017,0.329,0.598,0.379,0.418,0.398,0.269,0.441,0.497,90.9,11.3,10.7,
Lagares, Juan,501571,2017,0.232,0.34,0.287,0.273,0.28,0.108,0.333,0.314,86,8.6,2,
Freese, David,501896,2017,0.258,0.395,0.326,0.341,0.368,0.137,0.366,0.389,88.9,3.1,6.4,
Davis, Khris,501981,2017,0.259,0.575,0.361,0.387,0.349,0.316,0.478,0.522,92.2,14.2,17.7,
Pham, Tommy,502054,2017,0.278,0.481,0.398,0.377,0.388,0.203,0.466,0.432,89.6,6.9,9.3,
Chisenhall, Lonnie,502082,2017,0.25,0.471,0.369,0.338,0.326,0.221,0.432,0.388,86.3,16.6,10.2,
Presley, Alex,502100,2017,0.3,0.379,0.334,0.315,0.34,0.08,0.39,0.365,85.5,9.7,1,
Martinez, J.D.,502110,2017,0.3,0.693,0.43,0.432,0.374,0.394,0.571,0.575,91,15.4,19.5,
Valencia, Danny,502143,2017,0.242,0.385,0.311,0.302,0.305,0.142,0.375,0.364,88.2,8.9,5.7,
Reddick, Josh,502210,2017,0.291,0.44,0.357,0.34,0.347,0.149,0.385,0.363,87.7,17.8,3.8,
Dyson, Jarrod,502481,2017,0.25,0.331,0.296,0.295,0.327,0.081,0.302,0.3,82.4,9.5,1.7,
Murphy, Daniel,502517,2017,0.301,0.492,0.385,0.359,0.366,0.191,0.421,0.389,89.6,17.3,4.8,
Goldschmidt, Paul,502671,2017,0.284,0.562,0.4,0.398,0.394,0.278,0.48,0.477,91.5,11.6,13.3,
Gonzalez, Marwin,503556,2017,0.247,0.408,0.382,0.32,0.33,0.161,0.443,0.355,88.7,11.7,6.6,
Leon, Sandy,506702,2017,0.205,0.302,0.279,0.258,0.274,0.097,0.331,0.299,83.7,15.2,2.5,
Altuve, Jose,514888,2017,0.291,0.477,0.405,0.36,0.363,0.187,0.435,0.378,86.1,9.7,6.7,
Hernandez, Cesar,514917,2017,0.271,0.396,0.346,0.331,0.355,0.125,0.379,0.36,85.7,4.5,2.9,
Segura, Jean,516416,2017,0.272,0.402,0.334,0.315,0.325,0.13,0.366,0.343,87.6,6.7,3.2,
Castro, Starlin,516770,2017,0.26,0.408,0.338,0.306,0.302,0.148,0.4,0.358,87.4,6.9,4.5,
Marte, Starling,516782,2017,0.264,0.41,0.312,0.322,0.327,0.146,0.347,0.364,83.2,9.3,5.6,
Pirela, Jose,517369,2017,0.265,0.424,0.355,0.327,0.328,0.159,0.418,0.378,89.3,6,4.5,
d'Arnaud, Travis,518595,2017,0.245,0.422,0.308,0.305,0.295,0.177,0.341,0.337,88,13.5,6.5,
Descalso, Daniel,518614,2017,0.222,0.378,0.318,0.31,0.323,0.156,0.351,0.339,87.2,13,5.1,
Dietrich, Derek,518618,2017,0.253,0.415,0.324,0.326,0.339,0.162,0.366,0.369,85.9,16.7,5.8,
Donaldson, Josh,518626,2017,0.259,0.55,0.396,0.392,0.377,0.291,0.464,0.458,90.9,13.8,14.1,
Freeman, Freddie,518692,2017,0.292,0.595,0.407,0.406,0.392,0.302,0.47,0.469,89.7,16,13.3,
Grandal, Yasmani,518735,2017,0.21,0.38,0.325,0.283,0.275,0.17,0.413,0.348,88.2,12.6,7.4,
Heyward, Jason,518792,2017,0.264,0.393,0.311,0.319,0.333,0.129,0.322,0.334,86.6,11.4,4.1,
LeMahieu, DJ,518934,2017,0.304,0.404,0.342,0.341,0.37,0.1,0.357,0.357,89.3,3.3,1.9,
Lucroy, Jonathan,518960,2017,0.258,0.358,0.311,0.308,0.342,0.1,0.304,0.3,85,7.8,2.4,
Moreland, Mitch,519048,2017,0.271,0.532,0.326,0.371,0.351,0.261,0.371,0.437,89.3,11.6,12,
Moustakas, Mike,519058,2017,0.268,0.492,0.345,0.338,0.314,0.224,0.392,0.383,87.4,18.2,8.6,
Revere, Ben,519184,2017,0.299,0.369,0.284,0.307,0.332,0.07,0.288,0.314,82.7,4.5,0.4,
Rizzo, Anthony,519203,2017,0.285,0.522,0.38,0.395,0.405,0.236,0.382,0.402,88.4,15.5,9.3,
Romine, Austin,519222,2017,0.252,0.359,0.25,0.292,0.306,0.106,0.285,0.346,86.6,7.9,1.7,
Rupp, Cameron,519237,2017,0.201,0.39,0.304,0.291,0.286,0.189,0.426,0.403,88.6,8.4,9.9,
Sogard, Eric,519299,2017,0.268,0.353,0.343,0.337,0.39,0.086,0.325,0.315,84.7,13.9,1.4,
Souza Jr., Steven,519306,2017,0.238,0.457,0.348,0.35,0.352,0.219,0.439,0.443,88.8,11.7,11.5,
Stanton, Giancarlo,519317,2017,0.277,0.599,0.41,0.403,0.373,0.322,0.512,0.501,92,11.2,17.4,
Szczur, Matt,519333,2017,0.198,0.289,0.316,0.291,0.333,0.091,0.313,0.274,83.8,17.3,1.3,
Thames, Eric,519346,2017,0.228,0.455,0.369,0.342,0.343,0.227,0.483,0.436,88.2,12.8,11.1,
