last_name,first_name,player_id,year,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,FIELD16
Higashioka, Kyle,543309,2021,0.233,0.504,0.272,0.343,0.297,0.271,0.338,0.451,90.5,21.7,15.6,
Hosmer, Eric,543333,2021,0.268,0.406,0.319,0.326,0.337,0.137,0.35,0.359,90.5,3.3,5.8,
McCann, James,543510,2021,0.224,0.344,0.281,0.284,0.291,0.12,0.353,0.357,87.3,9.3,6.1,
Miller, Brad,543543,2021,0.247,0.46,0.331,0.345,0.339,0.213,0.428,0.451,92.4,12.9,12.3,
Rendon, Anthony,543685,2021,0.233,0.369,0.31,0.303,0.324,0.136,0.321,0.312,89.1,22.3,5.6,
Semien, Marcus,543760,2021,0.249,0.459,0.368,0.336,0.32,0.211,0.429,0.385,89.7,20.3,9.8,
Shaw, Travis,543768,2021,0.215,0.387,0.289,0.301,0.3,0.173,0.345,0.365,87.7,19.9,9,
Springer III, George,543807,2021,0.247,0.507,0.381,0.361,0.339,0.259,0.461,0.43,89.4,19,15.4,
Vazquez, Christian,543877,2021,0.235,0.337,0.289,0.276,0.287,0.102,0.316,0.298,86.3,13.6,2.6,
Wong, Kolten,543939,2021,0.251,0.382,0.337,0.308,0.317,0.131,0.37,0.331,88.3,12.8,5.5,
Gregorius, Didi,544369,2021,0.225,0.329,0.275,0.275,0.287,0.105,0.291,0.291,86.1,18.3,2.3,
Garcia, Leury,544725,2021,0.24,0.336,0.312,0.291,0.312,0.096,0.353,0.322,86.1,4.3,3.3,
Grichuk, Randal,545341,2021,0.234,0.402,0.3,0.297,0.278,0.167,0.356,0.352,89.8,16.1,8.5,
Stassi, Max,545358,2021,0.232,0.419,0.327,0.323,0.318,0.187,0.435,0.428,89.9,11,11,
Herrera, Odubel,546318,2021,0.252,0.378,0.312,0.302,0.306,0.125,0.34,0.327,88.9,7.3,4.7,
Harper, Bryce,547180,2021,0.301,0.609,0.431,0.43,0.423,0.308,0.525,0.523,92.5,13.3,18.1,
Abreu, Jose,547989,2021,0.252,0.457,0.354,0.349,0.347,0.205,0.407,0.4,92,10.4,10.2,
Diaz, Elias,553869,2021,0.247,0.419,0.33,0.318,0.312,0.172,0.36,0.345,87.1,14.7,7.9,
Narvaez, Omar,553882,2021,0.235,0.369,0.322,0.304,0.318,0.134,0.355,0.328,84.6,17.9,5.1,
Astudillo, Willians,553902,2021,0.251,0.374,0.272,0.28,0.274,0.124,0.273,0.282,85.9,16.8,4.1,
Suarez, Eugenio,553993,2021,0.215,0.455,0.306,0.326,0.302,0.24,0.387,0.42,89.1,18.3,15,
Polanco, Gregory,570256,2021,0.232,0.411,0.275,0.316,0.31,0.179,0.332,0.397,89.9,15.9,9.6,
Gonzalez, Erik,570481,2021,0.255,0.351,0.244,0.277,0.28,0.096,0.278,0.32,87,0.1,3.3,
Urshela, Gio,570482,2021,0.252,0.415,0.309,0.304,0.288,0.163,0.391,0.384,88.9,7.5,8,
Schoop, Jonathan,570731,2021,0.258,0.404,0.324,0.311,0.305,0.147,0.378,0.361,88.1,10.8,6.8,
Arenado, Nolan,571448,2021,0.248,0.42,0.336,0.311,0.308,0.172,0.368,0.336,89,20,6.7,
Barnhart, Tucker,571466,2021,0.204,0.313,0.3,0.265,0.279,0.11,0.363,0.308,87.1,15.5,4,
Farmer, Kyle,571657,2021,0.252,0.383,0.316,0.302,0.306,0.132,0.356,0.336,87.2,15.8,4.3,
Goodwin, Brian,571718,2021,0.248,0.396,0.306,0.326,0.342,0.148,0.332,0.363,88.5,16.9,6.1,
Haniger, Mitch,571745,2021,0.262,0.497,0.34,0.353,0.329,0.235,0.418,0.438,89.3,14.8,12.6,
Hernandez, Enrique,571771,2021,0.253,0.454,0.338,0.346,0.342,0.201,0.368,0.38,90.8,17.9,8.4,
Holt, Brock,571788,2021,0.229,0.315,0.259,0.277,0.3,0.086,0.271,0.297,86.1,9.8,1.6,
Muncy, Max,571970,2021,0.271,0.58,0.379,0.407,0.387,0.309,0.424,0.468,91.2,15.2,16.1,
Myers, Wil,571976,2021,0.218,0.37,0.33,0.295,0.301,0.152,0.422,0.364,88,10.6,7.5,
Naquin, Tyler,571980,2021,0.264,0.459,0.345,0.34,0.328,0.196,0.419,0.413,89.8,9.6,10.4,
Pollock, AJ,572041,2021,0.282,0.499,0.375,0.359,0.343,0.217,0.439,0.418,90.3,12,11.1,
Seager, Kyle,572122,2021,0.221,0.452,0.308,0.319,0.294,0.231,0.366,0.383,89,19.5,12.3,
Taylor, Michael A.,572191,2021,0.246,0.39,0.286,0.3,0.299,0.144,0.36,0.382,89.4,12.1,6.6,
Voit III, Luke,572228,2021,0.251,0.497,0.332,0.359,0.338,0.246,0.435,0.483,90.7,15.9,15.8,
Walker, Christian,572233,2021,0.249,0.386,0.304,0.311,0.32,0.136,0.358,0.369,88.8,15.6,6.4,
Zunino, Mike,572287,2021,0.219,0.532,0.358,0.354,0.305,0.313,0.524,0.516,90.7,23.2,24.3,
Carpenter, Matt,572761,2021,0.225,0.427,0.269,0.341,0.352,0.202,0.296,0.433,90,21.1,11.5,
Dickerson, Corey,572816,2021,0.244,0.37,0.317,0.295,0.302,0.125,0.36,0.329,87.8,10.1,3,
Ruf, Darin,573131,2021,0.262,0.515,0.384,0.381,0.378,0.253,0.492,0.487,93,9.8,14.2,
Yastrzemski, Mike,573262,2021,0.221,0.431,0.326,0.318,0.309,0.21,0.39,0.378,89.5,19.4,10.3,
Contreras, Willson,575929,2021,0.24,0.448,0.337,0.346,0.344,0.209,0.42,0.436,91.8,9.6,11.1,
Iglesias, Jose,578428,2021,0.27,0.366,0.304,0.297,0.308,0.096,0.334,0.326,85.4,11.5,3.4,
Torreyes, Ronald,591720,2021,0.233,0.299,0.274,0.256,0.278,0.067,0.287,0.266,82.2,12.2,0.4,
Bryant, Kris,592178,2021,0.26,0.449,0.356,0.346,0.349,0.189,0.423,0.407,88.2,15.1,10.3,
Canha, Mark,592192,2021,0.231,0.378,0.333,0.332,0.358,0.147,0.344,0.343,87.3,13.5,7.1,
Casali, Curt,592200,2021,0.199,0.33,0.289,0.28,0.304,0.131,0.353,0.336,86.4,23.3,5.9,
Castellanos, Nick,592206,2021,0.293,0.535,0.391,0.374,0.35,0.241,0.473,0.45,89.8,14,10.6,
Gamel, Ben,592325,2021,0.23,0.373,0.322,0.315,0.335,0.143,0.383,0.371,89,16.7,7.9,
Goodrum, Niko,592348,2021,0.215,0.381,0.286,0.304,0.297,0.166,0.378,0.411,88,13.4,10.3,
Judge, Aaron,592450,2021,0.308,0.594,0.387,0.418,0.394,0.286,0.483,0.532,95.8,11.6,17.6,
Machado, Manny,592518,2021,0.291,0.526,0.35,0.376,0.363,0.235,0.385,0.421,93.1,14,13.3,
Moran, Colin,592567,2021,0.245,0.391,0.318,0.315,0.323,0.146,0.375,0.37,89.1,7.2,8.1,
Pederson, Joc,592626,2021,0.244,0.441,0.315,0.333,0.319,0.197,0.375,0.402,91,14.1,10.1,
Realmuto, J.T.,592663,2021,0.253,0.416,0.336,0.329,0.335,0.164,0.404,0.393,89.6,11.5,8.6,
Renfroe, Hunter,592669,2021,0.26,0.506,0.344,0.354,0.32,0.245,0.417,0.433,90.1,15.6,14.4,
Rosario, Eddie,592696,2021,0.255,0.427,0.316,0.319,0.305,0.172,0.344,0.349,88.5,15.5,5.9,
Simmons, Andrelton,592743,2021,0.23,0.281,0.252,0.261,0.29,0.05,0.252,0.264,84.1,3.9,0.6,
Yelich, Christian,592885,2021,0.254,0.392,0.325,0.337,0.368,0.138,0.365,0.385,91,2.8,7.6,
Merrifield, Whit,593160,2021,0.263,0.383,0.306,0.301,0.306,0.12,0.332,0.325,86.9,14.1,3.5,
Bogaerts, Xander,593428,2021,0.28,0.468,0.368,0.359,0.359,0.189,0.416,0.404,89.6,12.5,9.7,
Alberto, Hanser,593643,2021,0.265,0.384,0.296,0.294,0.29,0.12,0.317,0.314,87.1,16.1,4.5,
Polanco, Jorge,593871,2021,0.267,0.488,0.349,0.348,0.323,0.22,0.4,0.398,89.4,19.3,10.1,
Sano, Miguel,593934,2021,0.216,0.439,0.332,0.322,0.306,0.223,0.468,0.451,93.4,17.6,17.7,
Difo, Wilmer,594694,2021,0.229,0.321,0.312,0.276,0.292,0.093,0.367,0.316,83.7,12.2,4.2,
Duvall, Adam,594807,2021,0.227,0.499,0.324,0.33,0.281,0.271,0.448,0.457,89.8,23.6,16.1,
Eaton, Adam,594809,2021,0.216,0.309,0.271,0.275,0.296,0.093,0.308,0.315,86.6,8.3,4.3,
Gosselin, Phil,594838,2021,0.24,0.354,0.297,0.288,0.295,0.114,0.347,0.335,87.6,11.5,3.4,
Kiermaier, Kevin,595281,2021,0.232,0.32,0.31,0.283,0.308,0.088,0.377,0.335,86.6,1.1,4,
Alfaro, Jorge,595751,2021,0.247,0.381,0.274,0.292,0.285,0.134,0.377,0.407,90.9,1.8,8.2,
Profar, Jurickson,595777,2021,0.238,0.323,0.293,0.302,0.339,0.085,0.284,0.296,85.3,14,2.7,
Baez, Javier,595879,2021,0.241,0.455,0.344,0.325,0.299,0.214,0.498,0.466,90.1,10.6,13.4,
Evans, Phillip,595943,2021,0.244,0.344,0.278,0.312,0.345,0.101,0.287,0.338,88.4,5.3,4.3,
Hedges, Austin,595978,2021,0.194,0.29,0.227,0.231,0.235,0.096,0.29,0.296,85.8,19,3.8,
Lindor, Francisco,596019,2021,0.254,0.453,0.317,0.345,0.345,0.199,0.339,0.38,90.7,14.4,8.2,
Odor, Rougned,596059,2021,0.202,0.374,0.289,0.29,0.287,0.172,0.353,0.356,89.1,19.6,9,
Slater, Austin,596103,2021,0.256,0.439,0.321,0.335,0.334,0.183,0.403,0.426,87.1,7.8,9.5,
Story, Trevor,596115,2021,0.245,0.45,0.341,0.335,0.326,0.205,0.405,0.397,90.6,17.5,9.9,
Vogelbach, Daniel,596129,2021,0.238,0.39,0.325,0.337,0.365,0.152,0.344,0.364,91.4,11.7,8.2,
Sanchez, Gary,596142,2021,0.228,0.452,0.314,0.336,0.328,0.224,0.381,0.417,89.5,20.5,13.7,
Kepler, Max,596146,2021,0.255,0.452,0.309,0.347,0.347,0.197,0.332,0.388,89.8,16.3,10.8,
Franco, Maikel,596748,2021,0.224,0.344,0.263,0.27,0.269,0.119,0.287,0.296,88.2,9.1,5.1,
Choi, Ji-Man,596847,2021,0.237,0.424,0.334,0.342,0.354,0.187,0.406,0.42,91.2,14.8,9.4,
Bradley Jr., Jackie,598265,2021,0.194,0.29,0.224,0.253,0.266,0.096,0.269,0.318,89.7,9.6,5,
La Stella, Tommy,600303,2021,0.28,0.46,0.307,0.342,0.336,0.18,0.312,0.355,88.9,13.5,6.2,
Severino, Pedro,600474,2021,0.249,0.401,0.299,0.311,0.312,0.151,0.369,0.387,88.2,15.2,7.6,
Candelario, Jeimer,600869,2021,0.278,0.462,0.344,0.356,0.358,0.184,0.398,0.416,88.7,12.6,9,
Daza, Yonathan,602074,2021,0.253,0.328,0.304,0.286,0.309,0.074,0.342,0.318,85.2,6.6,2,
Urias, Ramon,602104,2021,0.27,0.427,0.341,0.344,0.354,0.156,0.415,0.421,89.6,5.2,9.7,
Ahmed, Nick,605113,2021,0.208,0.29,0.269,0.249,0.268,0.083,0.311,0.283,87.2,10.1,2.4,
Anderson, Brian,605119,2021,0.215,0.374,0.314,0.299,0.307,0.159,0.37,0.346,88.8,11.3,7.7,
Barnes, Austin,605131,2021,0.213,0.311,0.285,0.274,0.297,0.098,0.33,0.313,85.2,13.5,4.1,
Bell, Josh,605137,2021,0.277,0.488,0.352,0.367,0.363,0.21,0.385,0.406,92.5,4.9,8.8,
Betts, Mookie,605141,2021,0.263,0.445,0.365,0.357,0.369,0.182,0.381,0.369,90.3,18.9,7.8,
Caratini, Victor,605170,2021,0.228,0.355,0.273,0.29,0.313,0.127,0.313,0.338,90,8.4,6.8,
Davis, J.D.,605204,2021,0.248,0.408,0.357,0.338,0.355,0.159,0.485,0.449,89.7,13.2,12.4,
Panik, Joe,605412,2021,0.238,0.324,0.244,0.273,0.293,0.086,0.245,0.282,86.5,9.7,1.5,
Perez, Michael,605421,2021,0.171,0.302,0.225,0.244,0.247,0.131,0.267,0.297,85.7,10.2,6.3,
Zimmer, Bradley,605548,2021,0.224,0.371,0.3,0.317,0.326,0.147,0.402,0.434,90.7,6.8,9.4,
Castro, Harold,605612,2021,0.287,0.414,0.291,0.315,0.315,0.127,0.351,0.383,88.6,10.2,3.2,
Tapia, Raimel,606132,2021,0.241,0.308,0.305,0.273,0.298,0.067,0.319,0.279,85.7,-4.4,2.1,
Aquino, Aristides,606157,2021,0.188,0.399,0.303,0.304,0.3,0.21,0.427,0.429,89,22.9,14.9,
Hernandez, Teoscar,606192,2021,0.284,0.536,0.369,0.37,0.336,0.252,0.47,0.472,91.8,13.1,13.9,
Mercedes, Yermin,606213,2021,0.246,0.417,0.317,0.313,0.306,0.17,0.354,0.347,87.3,15.8,7.2,
Marte, Ketel,606466,2021,0.307,0.495,0.385,0.372,0.37,0.188,0.434,0.418,91.1,10.3,8.9,
Haase, Eric,606992,2021,0.234,0.461,0.316,0.322,0.291,0.227,0.432,0.441,90.9,16,13.7,
Nimmo, Brandon,607043,2021,0.273,0.392,0.369,0.35,0.385,0.119,0.41,0.38,89.3,8.8,4,
Peterson, Jace,607054,2021,0.239,0.372,0.318,0.322,0.343,0.133,0.351,0.356,87.7,12,5.2,
Turner, Trea,607208,2021,0.304,0.485,0.386,0.364,0.355,0.181,0.445,0.416,89.6,11.4,7.4,
Beaty, Matt,607461,2021,0.233,0.347,0.339,0.308,0.332,0.113,0.365,0.319,86.7,12.3,3.8,
Pillar, Kevin,607680,2021,0.224,0.372,0.297,0.281,0.271,0.148,0.36,0.338,85.8,20.2,7.3,
Stallings, Jacob,607732,2021,0.245,0.369,0.312,0.314,0.335,0.125,0.336,0.339,88.1,10.7,4.5,
Ramirez, Jose,608070,2021,0.283,0.508,0.372,0.376,0.373,0.226,0.393,0.399,90,18.2,11.1,
Bregman, Alex,608324,2021,0.258,0.417,0.336,0.332,0.346,0.159,0.342,0.337,89,15.9,6.4,
Gallo, Joey,608336,2021,0.202,0.464,0.348,0.354,0.354,0.261,0.473,0.486,91.5,22.7,18.5,
Kelly, Carson,608348,2021,0.254,0.428,0.328,0.346,0.358,0.174,0.355,0.381,88.2,18.6,8.5,
Seager, Corey,608369,2021,0.295,0.53,0.389,0.392,0.386,0.235,0.424,0.428,91,10.7,12.4,
Winker, Jesse,608385,2021,0.295,0.524,0.403,0.39,0.385,0.229,0.439,0.42,90.6,10.8,11.2,
Murphy, Tom,608596,2021,0.193,0.347,0.291,0.292,0.299,0.154,0.357,0.358,88.6,15.9,8.8,
Mayfield, Jack,608686,2021,0.19,0.32,0.284,0.25,0.246,0.131,0.34,0.291,85.4,17,6.4,
Reyes, Franmil,614177,2021,0.246,0.512,0.354,0.353,0.319,0.266,0.496,0.494,91.9,9.8,16.9,
Torrens, Luis,620443,2021,0.245,0.428,0.311,0.318,0.304,0.183,0.392,0.402,90.9,6.1,10.4,
Swanson, Dansby,621020,2021,0.251,0.455,0.322,0.332,0.316,0.205,0.402,0.417,89.3,14.1,11.4,
Newman, Kevin,621028,2021,0.255,0.33,0.249,0.275,0.293,0.076,0.247,0.277,85.3,9.9,1.6,
Taylor, Chris,621035,2021,0.237,0.422,0.338,0.329,0.33,0.185,0.431,0.415,88.2,17.4,10.2,
Correa, Carlos,621043,2021,0.296,0.482,0.364,0.373,0.38,0.186,0.401,0.415,90.2,12.1,9.4,
Dahl, David,621311,2021,0.246,0.398,0.246,0.296,0.284,0.152,0.311,0.384,88.1,11.5,6.7,
Phillips, Brett,621433,2021,0.179,0.359,0.313,0.284,0.279,0.18,0.468,0.408,89.6,17.8,11.1,
Taylor, Tyrone,621438,2021,0.239,0.401,0.333,0.314,0.315,0.161,0.387,0.36,88.6,16,7.6,
Buxton, Byron,621439,2021,0.3,0.611,0.419,0.407,0.352,0.311,0.538,0.521,92.5,13.3,17.9,
Brinson, Lewis,621446,2021,0.242,0.374,0.275,0.286,0.279,0.131,0.343,0.36,88.5,14,6.4,
Duggar, Steven,621453,2021,0.233,0.408,0.327,0.308,0.308,0.175,0.434,0.404,88,15.2,8.3,
Stewart, DJ,621466,2021,0.205,0.383,0.31,0.315,0.325,0.178,0.362,0.371,87.8,19.7,9.4,
Ward, Taylor,621493,2021,0.259,0.453,0.333,0.344,0.34,0.194,0.391,0.407,89.6,16.4,10.3,
Wisdom, Patrick,621550,2021,0.216,0.46,0.346,0.321,0.291,0.244,0.567,0.516,91.2,19.1,16.2,
Wendle, Joey,621563,2021,0.238,0.356,0.317,0.286,0.295,0.118,0.382,0.338,87.9,6.2,4.6,
Olson, Matt,621566,2021,0.264,0.507,0.379,0.378,0.374,0.243,0.413,0.413,91.6,16.2,12.7,
Duffy, Matt,622110,2021,0.275,0.385,0.327,0.325,0.346,0.11,0.365,0.362,87.5,7.5,4,
Margot, Manuel,622534,2021,0.268,0.397,0.301,0.318,0.328,0.129,0.321,0.342,87.9,10.7,5.1,
Reyes, Victor,622682,2021,0.257,0.404,0.298,0.297,0.283,0.148,0.384,0.382,89.5,6.6,8.3,
Mateo, Jorge,622761,2021,0.243,0.361,0.291,0.287,0.289,0.118,0.367,0.361,85.4,14.1,5.7,
Bote, David,623520,2021,0.231,0.399,0.268,0.312,0.308,0.168,0.294,0.36,89.9,9.8,9.9,
Ramirez, Harold,623912,2021,0.269,0.402,0.302,0.308,0.306,0.134,0.336,0.344,91.3,6.2,6.3,
Santander, Anthony,623993,2021,0.269,0.446,0.307,0.328,0.314,0.177,0.373,0.404,90.7,18,8.4,
Alonso, Pete,624413,2021,0.271,0.542,0.363,0.377,0.352,0.271,0.417,0.438,91,14.7,14.8,
Biggio, Cavan,624415,2021,0.207,0.331,0.298,0.285,0.308,0.124,0.349,0.328,88.9,15.6,5.6,
Conforto, Michael,624424,2021,0.253,0.436,0.322,0.35,0.364,0.183,0.348,0.393,88.5,13.2,9.2,
Frazier, Adam,624428,2021,0.288,0.376,0.341,0.324,0.353,0.088,0.347,0.327,85.4,12.6,1,
Trevino, Jose,624431,2021,0.248,0.374,0.261,0.285,0.279,0.125,0.305,0.336,87.5,9.5,4.3,
Gordon, Nick,624503,2021,0.266,0.418,0.283,0.318,0.316,0.152,0.347,0.399,91.2,9.4,6.8,
McGuire, Reese,624512,2021,0.237,0.328,0.289,0.281,0.298,0.091,0.326,0.315,87.5,13.4,2.6,
Nunez, Dom,624513,2021,0.17,0.312,0.294,0.261,0.278,0.141,0.402,0.34,86,21.9,9.4,
Soler, Jorge,624585,2021,0.25,0.494,0.323,0.359,0.341,0.244,0.373,0.429,91.2,15.7,12.7,
Sosa, Edmundo,624641,2021,0.266,0.394,0.322,0.326,0.342,0.128,0.357,0.363,86.7,6,3.9,
Heredia, Guillermo,628338,2021,0.22,0.336,0.292,0.29,0.312,0.116,0.329,0.325,86.6,12.7,4,
Hernandez, Yadiel,628450,2021,0.241,0.408,0.32,0.308,0.302,0.167,0.372,0.354,89.7,5.2,5.8,
Ibanez, Andy,628451,2021,0.264,0.415,0.325,0.32,0.312,0.151,0.348,0.342,88.8,15.5,7.3,
Cronenworth, Jake,630105,2021,0.276,0.443,0.341,0.344,0.351,0.166,0.361,0.365,88.6,12.5,7.2,
Frazier, Jackson,640449,2021,0.207,0.354,0.289,0.313,0.334,0.147,0.329,0.372,86.9,13.9,10.2,
Meadows, Austin,640457,2021,0.24,0.425,0.327,0.326,0.325,0.184,0.37,0.369,89.3,21.7,8.7,
Mercado, Oscar,640458,2021,0.217,0.328,0.294,0.279,0.293,0.111,0.312,0.292,86.2,16.4,4,
Pinder, Chad,640461,2021,0.261,0.507,0.307,0.354,0.319,0.246,0.385,0.457,92.6,7.4,16.3,
Anderson, Tim,641313,2021,0.284,0.448,0.345,0.329,0.314,0.164,0.426,0.407,89.6,4.3,7.8,
Bauers, Jake,641343,2021,0.233,0.361,0.257,0.297,0.311,0.128,0.289,0.35,88.1,20,5.4,
Bellinger, Cody,641355,2021,0.209,0.358,0.237,0.281,0.281,0.149,0.275,0.344,89.3,22.2,7.1,
Calhoun, Willie,641432,2021,0.275,0.403,0.301,0.323,0.332,0.129,0.307,0.334,90.2,14.9,3.5,
Collins, Zack,641470,2021,0.22,0.391,0.3,0.323,0.339,0.171,0.359,0.4,91.1,20.9,10.2,
Crawford, J.P.,641487,2021,0.257,0.339,0.314,0.298,0.325,0.082,0.338,0.316,86.3,9.8,2.4,
Dozier, Hunter,641531,2021,0.224,0.388,0.293,0.299,0.295,0.163,0.367,0.377,89.9,15.8,8.8,
Fraley, Jake,641584,2021,0.229,0.361,0.322,0.335,0.371,0.132,0.36,0.384,85.3,12.1,6.2,
Garver, Mitch,641598,2021,0.256,0.545,0.372,0.386,0.361,0.289,0.483,0.508,92.3,19,17.4,
Hampson, Garrett,641658,2021,0.236,0.374,0.288,0.291,0.292,0.138,0.348,0.353,87,13,5,
Heim, Jonah,641680,2021,0.23,0.372,0.256,0.285,0.275,0.142,0.294,0.333,87.1,15.5,6.2,
Mancini III, Trey,641820,2021,0.266,0.452,0.326,0.341,0.337,0.186,0.389,0.412,88.9,9.7,10.4,
McKinney, Billy,641856,2021,0.213,0.359,0.277,0.291,0.3,0.145,0.325,0.347,88.1,17.6,6.4,
McMahon, Ryan,641857,2021,0.244,0.426,0.334,0.325,0.323,0.182,0.404,0.391,90.5,14.3,7.3,
O'Neill, Tyler,641933,2021,0.279,0.582,0.384,0.392,0.347,0.303,0.536,0.55,93,17.8,17.9,
Smith, Dominic,642086,2021,0.262,0.42,0.291,0.325,0.323,0.158,0.34,0.389,89,14.9,6.5,
Tellez, Rowdy,642133,2021,0.265,0.471,0.306,0.34,0.326,0.206,0.353,0.4,92.2,13.4,11.6,
Valaika, Pat,642162,2021,0.213,0.337,0.238,0.265,0.264,0.124,0.292,0.332,86.8,19.8,4.8,
VanMeter, Josh,642165,2021,0.203,0.321,0.287,0.274,0.289,0.119,0.338,0.318,89.3,19.6,5.2,
White, Eli,642201,2021,0.176,0.291,0.253,0.249,0.259,0.115,0.306,0.299,85.5,15.6,6.8,
Mejia, Francisco,642336,2021,0.23,0.345,0.32,0.285,0.296,0.115,0.352,0.305,85.7,14.9,4.4,
Sierra, Magneuris,642423,2021,0.227,0.264,0.239,0.24,0.279,0.037,0.283,0.284,82.3,7.7,0,
Rosario, Amed,642708,2021,0.267,0.368,0.315,0.3,0.31,0.101,0.373,0.352,88.8,5.5,2.8,
Adames, Willy,642715,2021,0.236,0.438,0.349,0.325,0.314,0.202,0.453,0.413,89.5,16.8,11.4,
Gutierrez, Kelvin,642721,2021,0.219,0.305,0.27,0.263,0.28,0.087,0.325,0.315,89.9,2.3,3.6,
Alcantara, Sergio,642727,2021,0.208,0.298,0.279,0.275,0.307,0.09,0.334,0.327,87.5,10.5,3.4,
Benintendi, Andrew,643217,2021,0.261,0.456,0.328,0.331,0.313,0.194,0.373,0.377,89.6,15.4,8.9,
Cooper, Garrett,643265,2021,0.269,0.458,0.367,0.362,0.368,0.19,0.46,0.451,91.1,8.2,10.8,
Jansen, Danny,643376,2021,0.244,0.462,0.329,0.336,0.319,0.218,0.38,0.391,90,20.5,8.5,
Kemp, Tony,643393,2021,0.25,0.349,0.351,0.321,0.36,0.099,0.344,0.303,86.7,18.4,1,
Kiner-Falefa, Isiah,643396,2021,0.267,0.349,0.293,0.292,0.309,0.082,0.313,0.312,85.5,5.4,1.8,
McNeil, Jeff,643446,2021,0.257,0.387,0.301,0.315,0.325,0.13,0.306,0.325,88.1,12,4.3,
Schwindel, Frank,643524,2021,0.272,0.454,0.403,0.332,0.32,0.182,0.464,0.373,86.9,12.6,8,
Chang, Yu,644374,2021,0.233,0.378,0.294,0.282,0.272,0.145,0.383,0.366,87.1,19.1,7.1,
Albies, Ozzie,645277,2021,0.26,0.465,0.336,0.332,0.312,0.205,0.387,0.382,89.6,21.1,9.3,
Robles, Victor,645302,2021,0.216,0.314,0.274,0.288,0.32,0.099,0.289,0.311,84.1,19.9,2.6,
Devers, Rafael,646240,2021,0.291,0.567,0.373,0.394,0.366,0.276,0.447,0.477,92.9,13.1,15,
Naylor, Josh,647304,2021,0.254,0.417,0.302,0.311,0.302,0.163,0.343,0.354,89.8,9,7.4,
Toro, Abraham,647351,2021,0.247,0.416,0.303,0.323,0.323,0.168,0.308,0.334,86.8,13.7,7.4,
Diaz, Aledmys,649557,2021,0.267,0.411,0.311,0.319,0.324,0.144,0.357,0.367,88.7,13.6,6.5,
Urias, Luis,649966,2021,0.241,0.427,0.34,0.333,0.338,0.186,0.379,0.368,87.9,14.2,9.3,
Arraez, Luis,650333,2021,0.295,0.411,0.321,0.337,0.359,0.116,0.319,0.339,88.4,9.9,2.3,
Jimenez, Eloy,650391,2021,0.248,0.445,0.317,0.325,0.305,0.196,0.392,0.405,90.5,8.4,10.8,
Torres, Gleyber,650402,2021,0.265,0.423,0.307,0.331,0.336,0.159,0.342,0.377,87.1,14.2,7.8,
Castro, Willi,650489,2021,0.244,0.364,0.271,0.291,0.296,0.12,0.325,0.355,85.6,11.4,5.2,
Diaz, Yandy,650490,2021,0.254,0.399,0.325,0.332,0.353,0.145,0.331,0.342,89.9,6.6,7,
De La Cruz, Bryan,650559,2021,0.254,0.366,0.339,0.301,0.318,0.113,0.418,0.362,88.4,11.1,5.4,
Bradley, Bobby,656252,2021,0.224,0.467,0.314,0.331,0.309,0.243,0.446,0.478,89,12,16.8,
Chapman, Matt,656305,2021,0.209,0.423,0.311,0.321,0.315,0.214,0.403,0.421,89.7,18.6,13.7,
Diaz, Isan,656371,2021,0.203,0.308,0.252,0.272,0.305,0.105,0.285,0.317,88.7,9.6,4.1,
Hilliard, Sam,656541,2021,0.213,0.436,0.318,0.312,0.293,0.223,0.474,0.462,89.8,12,15,
Hoskins, Rhys,656555,2021,0.249,0.564,0.364,0.378,0.336,0.315,0.443,0.463,91.2,21.7,17,
Joe, Connor,656582,2021,0.283,0.463,0.366,0.37,0.381,0.18,0.405,0.411,88.2,14.6,9.9,
Mullins II, Cedric,656775,2021,0.272,0.447,0.372,0.344,0.344,0.175,0.425,0.386,89.4,14.8,8.1,
O'Hearn, Ryan,656811,2021,0.235,0.396,0.274,0.294,0.28,0.161,0.353,0.382,90.8,14.3,8.3,
Peters, DJ,656847,2021,0.199,0.376,0.272,0.273,0.252,0.176,0.398,0.4,87.5,16.4,11.1,
Schwarber, Kyle,656941,2021,0.265,0.565,0.392,0.399,0.375,0.3,0.497,0.51,92.3,15.4,17.5,
Smith, Pavin,656976,2021,0.258,0.402,0.318,0.317,0.321,0.144,0.361,0.359,87.2,9,5.1,
Thomas, Lane,657041,2021,0.234,0.382,0.328,0.322,0.342,0.148,0.374,0.365,91,12.3,7.3,
Verdugo, Alex,657077,2021,0.285,0.446,0.334,0.342,0.348,0.161,0.366,0.376,90,7.7,7.3,
DeJong, Paul,657557,2021,0.211,0.416,0.293,0.312,0.298,0.205,0.342,0.371,86.3,16.4,10.6,
Laureano, Ramon,657656,2021,0.245,0.459,0.327,0.335,0.317,0.214,0.404,0.416,87.9,11.9,10.7,
Fuentes, Joshua,658069,2021,0.204,0.281,0.261,0.23,0.238,0.077,0.32,0.277,85.2,18.3,2.4,
Moncada, Yoan,660162,2021,0.261,0.426,0.347,0.353,0.374,0.165,0.408,0.418,90.1,11.3,8.2,
Ohtani, Shohei,660271,2021,0.269,0.616,0.393,0.411,0.385,0.346,0.537,0.57,93.6,16.6,22.3,
Tsutsugo, Yoshi,660294,2021,0.193,0.344,0.302,0.281,0.286,0.151,0.365,0.33,89.6,17.1,6.9,
